topic_id,topic_label,n_docs,ai_sentiment_mean,human_sentiment_mean,admiration_mean,gratitude_mean,love_mean,sadness_mean,grief_mean,nervousness_mean
152,yes / yes thank / yes does,27,,,0.010139192454516888,0.0741258254943036,0.004888892240598108,0.000870084997990893,0.00028440687175909125,0.0005144908026084993
153,sorry sorry / sorry / worries,27,,,0.006475193585545101,0.008982411020918301,0.007463769711278103,0.3117627927912744,0.007756282976414595,0.003456957185537451
159,fired / industry / job,26,,,0.05330747650273574,0.04102400873223534,0.002368376032861236,0.008661486018144596,0.0007170807226569965,0.0010908505344279828
160,amazon / authentic / voice,26,,,0.03782233703980008,0.002545112647707216,0.018333845966620944,0.006775235909467133,0.0008617091723583423,0.0015253934426045117
161,venus / heh / comic,26,1.0,1.0,0.044955211360222444,0.07616259961427065,0.023694689547902763,0.0031722556428016666,0.0005328175583809542,0.0008166422272692076
162,chin / head / forehead,26,1.0,-1.0,0.1773213936114469,0.04064455787570646,0.039434167431094326,0.002780936953898233,0.0006056619873001742,0.0008174935238247809
163,book / books / religion,26,,,0.23800227034371346,0.0911756493397451,0.15927305505969203,0.003257905766636563,0.0007494966434583497,0.005483502389744479
167,message / retry / response,25,-1.0,,0.0049983864324167375,0.11899910120409914,0.004873298758175224,0.013959988530259579,0.0007306224561762065,0.0012510314618702978
169,resume / phones / computer,25,,,0.01708436535205692,0.03108273746096529,0.0021240893797948956,0.010831044109072535,0.0007235579629195854,0.02243537802598439
168,llm / llms / plausible,25,,,0.10182362884283065,0.002352386525599286,0.07380660434952006,0.004706430141814053,0.0005381942103849724,0.0008846868335967884
166,strawberry / counting / letters,25,,,0.019099262026138604,0.0011357939534354954,0.0014198312920052558,0.002067800200311467,0.00033547436934895815,0.0006525038188556209
165,congratulations / mission / proud,25,1.0,,0.3019302833080292,0.22773615188896656,0.03284923097118735,0.0022595554403960706,0.0014190443605184555,0.0014499681361485272
164,delicate / elegant / sleek,25,1.0,1.0,0.26198010839056224,0.0016619558574166148,0.11834637054009363,0.0013631294737569987,0.00039542397018522025,0.000573502242041286
182,cat / dog / thank sharing,24,,,0.22367176153541854,0.4224508548716888,0.3890689300460508,0.004200622791055745,0.001044352828709331,0.0009928948784363456
181,thread / new thread / threads,24,-1.0,,0.032882737063725166,0.08256293048907537,0.0042829342298015645,0.01120813298378683,0.0011339695884089451,0.011230044786013119
180,comic / elizabeth / movie,24,-1.0,,0.20687150314915925,0.006906166658154689,0.24859321073260313,0.04180899521937439,0.0018429212032060605,0.001727920125631499
